iter	Passed	Remaining
482	842	901
483	845	901
484	847	900
485	849	898
486	850	896
487	852	893
488	853	892
489	855	890
490	857	888
491	858	886
492	859	884
493	861	882
494	863	880
495	864	878
496	865	876
497	867	874
498	868	872
499	870	870
500	871	868
501	872	865
502	874	863
503	875	861
504	876	859
505	878	857
506	879	855
507	881	853
508	882	851
509	884	849
510	885	847
511	887	845
512	888	843
513	890	841
514	891	839
515	893	838
516	894	836
517	896	833
518	897	832
519	899	830
520	900	828
521	902	826
522	903	824
523	904	821
524	906	819
525	907	817
526	908	815
527	910	813
528	912	812
529	913	810
530	914	808
531	916	806
532	917	804
533	919	802
534	920	800
535	921	798
536	923	796
537	925	794
538	926	792
539	928	790
540	929	788
541	931	787
542	933	785
543	935	783
544	936	781
545	937	779
546	938	777
547	941	776
548	942	774
549	943	772
550	944	769
551	946	767
552	947	765
553	948	763
554	950	761
555	951	759
556	952	757
557	954	755
558	955	754
559	957	752
560	958	749
561	959	747
562	960	745
563	962	743
564	963	742
565	964	739
566	966	737
567	967	735
568	968	733
569	970	732
570	971	730
571	973	728
572	974	726
573	975	724
574	977	722
575	979	720
576	980	718
577	981	716
578	983	714
579	984	712
580	986	711
581	987	709
582	988	707
583	990	705
584	991	703
585	993	701
586	994	699
587	995	697
588	997	695
589	998	694
590	1000	692
591	1002	690
592	1003	688
593	1005	686
594	1006	685
595	1008	683
596	1010	681
597	1011	680
598	1013	678
599	1014	676
600	1016	674
601	1017	672
602	1018	670
603	1019	668
604	1020	666
605	1022	664
606	1023	662
607	1024	660
608	1026	658
609	1027	657
610	1029	655
611	1030	653
612	1031	651
613	1033	649
614	1034	647
615	1035	645
616	1036	643
617	1038	641
618	1039	639
619	1040	637
620	1041	635
621	1043	633
622	1044	632
623	1045	630
624	1046	628
625	1048	626
626	1049	624
627	1050	622
628	1051	620
629	1052	618
630	1053	616
631	1055	614
632	1056	612
633	1057	610
634	1059	608
635	1060	606
636	1061	604
637	1062	602
638	1063	601
639	1065	599
640	1066	597
641	1067	595
642	1068	593
643	1070	591
644	1071	589
645	1072	587
646	1074	586
647	1075	584
648	1077	582
649	1078	580
650	1079	578
651	1080	576
652	1081	574
653	1083	573
654	1084	571
655	1085	569
656	1087	567
657	1088	565
658	1089	563
659	1090	561
660	1092	560
661	1093	558
662	1094	556
663	1095	554
664	1097	552
665	1098	550
666	1099	548
667	1100	547
668	1101	545
669	1103	543
670	1104	541
671	1105	539
672	1107	537
673	1108	536
674	1109	534
675	1110	532
676	1111	530
677	1113	528
678	1114	526
679	1116	525
680	1117	523
681	1118	521
682	1119	519
683	1120	517
684	1122	516
685	1123	514
686	1124	512
687	1125	510
688	1127	508
689	1128	507
690	1129	505
691	1131	503
692	1132	501
693	1133	499
694	1134	497
695	1135	496
696	1137	494
697	1138	492
698	1139	490
699	1140	488
700	1142	487
701	1143	485
702	1144	483
703	1145	481
704	1147	480
705	1147	478
706	1149	476
707	1150	474
708	1151	472
709	1153	470
710	1154	469
711	1155	467
712	1157	465
713	1158	463
714	1159	462
715	1160	460
716	1162	458
717	1163	456
718	1164	455
719	1166	453
720	1167	451
721	1168	449
722	1169	448
723	1171	446
724	1172	444
725	1173	442
726	1174	441
727	1176	439
728	1177	437
729	1178	435
730	1179	434
731	1181	432
732	1182	430
733	1183	429
734	1185	427
735	1186	425
736	1187	423
737	1189	422
738	1190	420
739	1191	418
740	1192	416
741	1194	415
742	1195	413
743	1196	411
744	1197	410
745	1199	408
746	1200	406
747	1201	404
748	1203	403
749	1204	401
750	1205	399
751	1206	397
752	1208	396
753	1209	394
754	1210	392
755	1211	391
756	1213	389
757	1214	387
758	1215	385
759	1216	384
760	1217	382
761	1219	380
762	1220	379
763	1221	377
764	1222	375
765	1224	373
766	1225	372
767	1226	370
768	1228	368
769	1229	367
770	1230	365
771	1231	363
772	1233	362
773	1234	360
774	1235	358
775	1236	356
776	1237	355
777	1238	353
778	1240	351
779	1241	350
780	1242	348
781	1243	346
782	1245	345
783	1246	343
784	1247	341
785	1248	339
786	1250	338
787	1251	336
788	1252	335
789	1254	333
790	1255	331
791	1257	330
792	1258	328
793	1260	326
794	1261	325
795	1263	323
796	1264	322
797	1266	320
798	1267	318
799	1268	317
800	1270	315
801	1271	313
802	1272	312
803	1274	310
804	1275	308
805	1276	307
806	1277	305
807	1278	303
808	1280	302
809	1281	300
810	1282	298
811	1283	297
812	1285	295
813	1286	294
814	1288	292
815	1289	290
816	1290	289
817	1291	287
818	1292	285
819	1293	283
820	1294	282
821	1296	280
822	1297	279
823	1298	277
824	1299	275
825	1300	274
826	1302	272
827	1303	270
828	1304	269
829	1305	267
830	1307	265
831	1308	264
832	1309	262
833	1310	260
834	1311	259
835	1313	257
836	1314	255
837	1315	254
838	1316	252
839	1318	251
840	1319	249
841	1320	247
842	1322	246
843	1323	244
844	1324	243
845	1326	241
846	1327	239
847	1328	238
848	1330	236
849	1331	234
850	1332	233
851	1334	231
852	1335	230
853	1336	228
854	1338	227
855	1339	225
856	1341	223
857	1342	222
858	1343	220
859	1345	218
860	1346	217
861	1347	215
862	1349	214
863	1350	212
864	1351	210
865	1353	209
866	1354	207
867	1355	206
868	1356	204
869	1358	202
870	1359	201
871	1360	199
872	1362	198
873	1363	196
874	1364	194
875	1366	193
876	1367	191
877	1369	190
878	1370	188
879	1371	187
880	1372	185
881	1374	183
882	1375	182
883	1377	180
884	1378	179
885	1379	177
886	1381	175
887	1382	174
888	1384	172
889	1385	171
890	1386	169
891	1387	168
892	1389	166
893	1390	164
894	1392	163
895	1393	161
896	1395	160
897	1397	158
898	1398	157
899	1399	155
900	1401	153
901	1402	152
902	1404	150
903	1405	149
904	1407	147
905	1408	146
906	1410	144
907	1411	143
908	1412	141
909	1414	139
910	1415	138
911	1417	136
912	1418	135
913	1419	133
914	1421	132
915	1422	130
916	1423	128
917	1425	127
918	1426	125
919	1427	124
920	1429	122
921	1430	121
922	1431	119
923	1433	117
924	1434	116
925	1435	114
926	1437	113
927	1438	111
928	1440	110
929	1441	108
930	1442	106
931	1444	105
932	1445	103
933	1446	102
934	1447	100
935	1448	99
936	1450	97
937	1451	95
938	1453	94
939	1454	92
940	1455	91
941	1457	89
942	1458	88
943	1459	86
944	1460	85
945	1462	83
946	1463	81
947	1464	80
948	1466	78
949	1467	77
950	1469	75
951	1470	74
952	1471	72
953	1472	71
954	1474	69
955	1475	67
956	1476	66
957	1478	64
958	1479	63
959	1481	61
960	1482	60
961	1484	58
962	1485	57
963	1487	55
964	1488	53
965	1490	52
966	1492	50
967	1493	49
968	1495	47
969	1496	46
970	1498	44
971	1499	43
972	1501	41
973	1502	40
974	1504	38
975	1505	37
976	1506	35
977	1508	33
978	1509	32
979	1510	30
980	1512	29
981	1513	27
982	1515	26
983	1516	24
984	1517	23
985	1518	21
986	1519	20
987	1520	18
988	1522	16
989	1523	15
990	1524	13
991	1526	12
992	1527	10
993	1528	9
994	1529	7
995	1530	6
996	1532	4
997	1533	3
998	1534	1
999	1535	0
